data,precipitazioni(mm),temperatura(°C)
2020/07/18,0.0,24.28
2020/07/19,0.0,23.82
2020/07/20,0.0,24.86
2020/07/21,0.0,26.41
2020/07/22,0.0,27.38
2020/07/23,0.0,27.36
2020/07/24,0.0,26.58
2020/07/25,3.2,21.28
2020/07/26,0.0,24.19
2020/07/27,0.0,25.85
2020/07/28,0.0,27.12
2020/07/29,0.0,27.98
2020/07/30,0.0,28.56
2020/07/31,0.0,30.35
2020/08/01,0.0,30.41
2020/08/02,1.2,30.12
2020/08/03,10.2,26.92
2020/08/04,15.6,20.65
2020/08/05,0.2,21.37
2020/08/06,0.0,23.17
2020/08/07,0.0,25.15
2020/08/08,0.0,26.88
2020/08/09,0.0,27.97
2020/08/10,0.0,28.22
2020/08/11,0.0,27.99
2020/08/12,0.0,27.57
2020/08/13,0.0,27.53
2020/08/14,0.0,27.13
2020/08/15,0.0,26.66
2020/08/16,0.0,26.47
2020/08/17,0.4,25.38
2020/08/18,0.0,24.45
2020/08/19,4.2,24.65
2020/08/20,0.0,25.73
2020/08/21,0.0,27.02
2020/08/22,0.0,28.56
2020/08/23,0.0,28.48
2020/08/24,0.0,25.56
2020/08/25,0.0,24.77
2020/08/26,0.0,25.47
2020/08/27,0.0,26.38
2020/08/28,0.0,26.75
2020/08/29,0.0,26.63
2020/08/30,38.8,20.94
2020/08/31,8.2,22.83
2020/09/01,0.0,19.74
2020/09/02,0.0,20.48
2020/09/03,0.0,19.75
2020/09/04,0.0,21.07
2020/09/05,0.0,23.01
2020/09/06,0.0,24.01
2020/09/07,0.0,24.04
2020/09/08,0.2,21.21
2020/09/09,0.0,0.0
2020/09/10,0.0,23.34
2020/09/11,0.0,24.11
2020/09/12,0.0,23.89
2020/09/13,0.0,24.45
2020/09/14,0.0,25.33
2020/09/15,0.0,25.3
2020/09/16,0.0,24.43
2020/09/17,0.0,24.66
2020/09/18,0.0,25.0
2020/09/19,0.0,24.58
2020/09/20,0.0,21.87
2020/09/21,0.2,21.02
2020/09/22,0.0,21.3
2020/09/23,4.8,19.53
2020/09/24,0.0,20.32
2020/09/25,0.0,20.76
2020/09/26,0.0,16.53
2020/09/27,0.0,16.34
2020/09/28,0.0,13.48
2020/09/29,0.0,14.72
2020/09/30,0.0,17.32
2020/10/01,0.0,18.81
2020/10/02,1.0,18.41
2020/10/03,18.6,16.82
2020/10/04,2.6,18.03
2020/10/05,0.0,16.73
2020/10/06,0.8,15.15
2020/10/07,0.0,15.28
2020/10/08,0.0,17.07
2020/10/09,0.0,16.04
2020/10/10,0.0,16.04
2020/10/11,11.2,16.74
2020/10/12,27.8,11.51
2020/10/13,0.2,11.81
2020/10/14,0.0,11.18
2020/10/15,5.0,12.42
2020/10/16,15.4,10.66
2020/10/17,0.6,12.52
2020/10/18,0.0,12.62
2020/10/19,0.0,12.29
2020/10/20,0.0,12.41
2020/10/21,0.0,12.16
2020/10/22,0.0,13.4
2020/10/23,0.0,12.75
2020/10/24,1.2,13.33
2020/10/25,0.0,14.58
2020/10/26,0.2,14.55
2020/10/27,0.0,14.62
2020/10/28,0.0,11.85
2020/10/29,0.0,12.14
2020/10/30,0.0,12.55
2020/10/31,0.0,12.56
2020/11/01,0.0,10.34
2020/11/02,0.0,10.97
2020/11/03,0.0,11.59
2020/11/04,0.2,13.97
2020/11/05,0.0,14.76
2020/11/06,0.0,13.37
2020/11/07,0.0,13.28
2020/11/08,0.0,9.87
2020/11/09,0.0,11.89
2020/11/10,0.0,12.88
2020/11/11,0.0,10.27
2020/11/12,0.0,9.86
2020/11/13,0.0,11.65
2020/11/14,0.2,11.39
2020/11/15,0.0,12.08
2020/11/16,0.0,12.07
2020/11/17,0.0,10.87
2020/11/18,0.0,8.36
2020/11/19,0.0,8.59
2020/11/20,0.0,6.92
2020/11/21,0.0,9.04
2020/11/22,0.0,7.12
2020/11/23,0.0,4.55
2020/11/24,0.0,5.31
2020/11/25,0.0,5.59
2020/11/26,0.0,5.08
2020/11/27,0.2,4.83
2020/11/28,7.4,3.8
2020/11/29,0.0,5.68
2020/11/30,0.0,8.21
2020/12/01,0.0,6.83
2020/12/02,2.0,5.04
2020/12/03,5.6,1.28
2020/12/04,0.2,2.18
2020/12/05,34.0,2.76
2020/12/06,17.8,2.32
2020/12/07,10.8,3.57
2020/12/08,8.8,3.87
2020/12/09,16.0,4.4
2020/12/10,0.0,5.28
2020/12/11,0.0,6.62
2020/12/12,0.0,3.22
2020/12/13,0.0,4.54
2020/12/14,0.0,1.61
2020/12/15,0.0,1.81
2020/12/16,0.0,5.08
2020/12/17,0.0,7.14
2020/12/18,0.0,8.45
2020/12/19,0.0,6.83
2020/12/20,0.0,6.97
2020/12/21,0.0,7.64
2020/12/22,0.0,8.08
2020/12/23,0.0,8.67
2020/12/24,0.0,8.89
2020/12/25,0.0,8.52
2020/12/26,0.0,4.57
2020/12/27,0.0,4.4
2020/12/28,0.0,0.99
2020/12/29,0.0,-0.04
2020/12/30,0.0,-1.37
2020/12/31,0.0,1.29
2021/01/01,0.0,-1.09
2021/01/02,0.0,0.64
2021/01/03,0.0,1.48
2021/01/04,0.0,3.04
2021/01/05,0.0,3.16
2021/01/06,0.0,2.81
2021/01/07,0.0,3.5
2021/01/08,0.0,3.61
2021/01/09,0.0,2.59
2021/01/10,0.0,1.2
2021/01/11,0.0,1.87
2021/01/12,0.0,0.57
2021/01/13,0.0,0.25
2021/01/14,0.0,3.66
2021/01/15,0.0,2.71
2021/01/16,0.0,3.39
2021/01/17,0.0,1.62
2021/01/18,0.0,2.06
2021/01/19,0.0,-1.25
2021/01/20,0.0,-0.61
2021/01/21,0.0,2.15
2021/01/22,0.0,3.1
2021/01/23,0.0,3.62
2021/01/24,0.0,6.37
2021/01/25,0.0,4.52
2021/01/26,0.0,4.12
2021/01/27,0.0,5.5
2021/01/28,0.0,3.13
2021/01/29,0.0,4.23
2021/01/30,0.0,4.01
2021/01/31,0.0,6.26
2021/02/01,0.0,7.08
2021/02/02,0.0,5.97
2021/02/03,0.0,4.81
2021/02/04,0.0,5.32
2021/02/05,0.0,0.0
2021/02/06,0.0,8.85
2021/02/07,0.0,9.3
2021/02/08,0.0,8.31
2021/02/09,0.0,8.61
2021/02/10,0.0,8.44
2021/02/11,0.0,7.93
2021/02/12,0.0,7.65
2021/02/13,0.0,2.8
2021/02/14,0.0,0.14
2021/02/15,0.0,0.78
2021/02/16,0.0,2.59
2021/02/17,0.0,5.24
2021/02/18,0.0,8.41
2021/02/19,0.0,7.4
2021/02/20,0.0,8.75
2021/02/21,0.0,10.11
2021/02/22,0.0,9.68
2021/02/23,0.0,9.42
2021/02/24,0.0,11.0
2021/02/25,0.0,12.21
2021/02/26,0.0,12.3
2021/02/27,0.0,12.6
2021/02/28,0.0,12.07
2021/03/01,0.0,9.08
2021/03/02,0.0,8.53
2021/03/03,0.0,9.55
2021/03/04,0.0,9.06
2021/03/05,0.0,9.39
2021/03/06,0.0,11.91
2021/03/07,0.0,7.96
2021/03/08,0.0,7.2
2021/03/09,0.0,7.86
2021/03/10,0.0,8.85
2021/03/11,0.0,9.7
2021/03/12,0.0,8.42
2021/03/13,0.0,12.04
2021/03/14,0.0,11.47
2021/03/15,0.0,10.04
2021/03/16,0.0,10.75
2021/03/17,0.0,11.7
2021/03/18,0.0,9.79
2021/03/19,0.0,7.37
2021/03/20,0.0,6.39
2021/03/21,0.0,5.98
2021/03/22,0.0,5.92
2021/03/23,0.0,8.84
2021/03/24,0.0,9.56
2021/03/25,0.0,11.44
2021/03/26,0.0,12.66
2021/03/27,0.0,13.98
2021/03/28,0.0,13.47
2021/03/29,0.0,14.3
2021/03/30,0.0,15.97
2021/03/31,0.0,17.06
2021/04/01,0.0,17.86
2021/04/02,0.0,19.07
2021/04/03,0.0,19.14
2021/04/04,0.0,14.31
2021/04/05,0.0,11.63
2021/04/06,0.0,11.77
2021/04/07,0.0,8.59
2021/04/08,0.0,7.13
2021/04/09,0.0,10.01
2021/04/10,0.0,11.6
2021/04/11,0.0,11.12
2021/04/12,0.0,9.72
2021/04/13,0.0,10.17
2021/04/14,0.0,9.38
2021/04/15,0.0,10.0
2021/04/16,0.0,8.46
2021/04/17,0.0,9.65
2021/04/18,0.0,10.36
2021/04/19,0.0,11.44
2021/04/20,0.0,12.1
2021/04/21,0.0,13.87
2021/04/22,0.0,13.89
2021/04/23,0.0,14.94
2021/04/24,0.0,15.77
2021/04/25,0.0,17.04
2021/04/26,0.0,18.63
2021/04/27,1.8,13.9
2021/04/28,3.6,12.2
2021/04/29,0.6,14.9
2021/04/30,0.0,15.02
2021/05/01,0.6,16.65
2021/05/02,1.0,15.26
2021/05/03,13.4,15.95
2021/05/04,0.4,15.38
2021/05/05,0.0,15.59
2021/05/06,0.0,16.83
2021/05/07,0.0,17.56
2021/05/08,0.0,18.81
2021/05/09,0.0,16.8
2021/05/10,0.0,18.78
2021/05/11,0.0,19.9
2021/05/12,0.0,14.8
2021/05/13,0.0,17.15
2021/05/14,0.0,17.45
2021/05/15,0.0,14.16
2021/05/16,0.0,15.58
2021/05/17,0.0,16.3
2021/05/18,0.0,19.0
2021/05/19,0.0,18.68
2021/05/20,0.0,18.09
2021/05/21,0.0,18.33
2021/05/22,0.0,18.3
2021/05/23,0.0,18.18
2021/05/24,0.0,19.51
2021/05/25,0.0,14.01
2021/05/26,0.0,17.65
2021/05/27,0.0,18.15
2021/05/28,0.0,20.23
2021/05/29,0.0,20.59
2021/05/30,0.0,21.24
2021/05/31,0.0,20.22
2021/06/01,0.0,19.65
2021/06/02,0.0,21.2
2021/06/03,0.0,20.97
2021/06/04,0.0,23.3
2021/06/05,0.0,24.87
2021/06/06,0.0,23.93
2021/06/07,0.0,22.13
2021/06/08,0.0,20.97
2021/06/09,0.0,21.32
2021/06/10,0.0,23.44
2021/06/11,0.0,24.18
2021/06/12,0.0,24.14
2021/06/13,0.0,25.49
2021/06/14,0.0,28.08
2021/06/15,0.0,26.0
2021/06/16,0.0,25.67
2021/06/17,0.0,25.75
2021/06/18,0.0,27.33
2021/06/19,0.0,27.42
2021/06/20,0.0,26.13
2021/06/21,0.0,26.34
2021/06/22,0.0,27.42
2021/06/23,0.0,26.3
2021/06/24,0.0,24.73
2021/06/25,0.0,24.57
2021/06/26,0.0,24.35
2021/06/27,0.0,25.61
2021/06/28,0.0,26.93
2021/06/29,0.0,28.13
2021/06/30,0.0,26.83
2021/07/01,0.0,25.56
2021/07/02,0.0,25.67
2021/07/03,0.0,26.02
2021/07/04,0.0,25.01
2021/07/05,0.0,21.4
2021/07/06,0.0,23.72
2021/07/07,0.0,26.05
2021/07/08,0.0,27.06
2021/07/09,0.0,23.67
2021/07/10,0.0,24.06
2021/07/11,0.0,26.08
2021/07/12,0.0,26.1
2021/07/13,0.0,26.77
2021/07/14,0.0,24.43
2021/07/15,0.0,21.87
2021/07/16,0.0,22.58
2021/07/17,0.0,22.73
2021/07/18,0.0,24.78
2021/07/19,0.0,26.16
2021/07/20,0.0,28.02
2021/07/21,0.0,28.01
2021/07/22,0.0,27.86
2021/07/23,0.0,27.41
2021/07/24,0.0,27.22
2021/07/25,0.0,28.05
2021/07/26,0.0,26.26
2021/07/27,0.0,24.55
2021/07/28,0.0,23.49
2021/07/29,0.0,24.71
2021/07/30,0.0,26.3
2021/07/31,0.0,26.76
2021/08/01,0.0,26.15
2021/08/02,0.0,22.92
2021/08/03,0.0,22.69
2021/08/04,0.0,23.65
2021/08/05,0.0,22.28
2021/08/06,0.0,24.29
2021/08/07,0.0,24.93
2021/08/08,0.0,26.15
2021/08/09,0.0,26.59
2021/08/10,0.0,25.77
2021/08/11,0.0,26.21
2021/08/12,0.0,27.9
2021/08/13,0.0,28.82
2021/08/14,0.0,29.83
2021/08/15,0.0,29.76
2021/08/16,0.0,29.96
2021/08/17,0.0,0.0
2021/08/18,0.0,25.67
2021/08/19,0.0,24.65
2021/08/20,0.0,24.68
2021/08/21,0.0,25.98
2021/08/22,0.0,26.7
2021/08/23,0.0,26.63
2021/08/24,0.0,23.56
2021/08/25,0.0,23.78
2021/08/26,0.0,23.87
2021/08/27,0.0,24.22
2021/08/28,0.0,20.31
2021/08/29,0.0,21.04
2021/08/30,0.0,21.7
2021/08/31,0.0,20.69
2021/09/01,0.0,21.48
2021/09/02,0.0,23.04
2021/09/03,0.0,23.0
2021/09/04,0.0,22.4
2021/09/05,0.0,22.73
2021/09/06,0.0,23.74
2021/09/07,0.0,23.47
2021/09/08,0.0,23.52
2021/09/09,0.0,23.67
2021/09/10,0.0,23.17
2021/09/11,0.0,23.52
2021/09/12,0.0,24.21
2021/09/13,0.0,23.96
2021/09/14,0.0,24.28
2021/09/15,0.0,24.14
2021/09/16,0.0,24.44
2021/09/17,0.0,22.84
2021/09/18,0.0,22.82
2021/09/19,0.0,22.95
2021/09/20,0.0,20.45
2021/09/21,0.0,19.63
2021/09/22,0.0,19.89
2021/09/23,0.0,19.4
2021/09/24,0.0,19.29
2021/09/25,0.0,20.56
2021/09/26,0.0,21.57
2021/09/27,0.0,18.48
2021/09/28,0.0,19.24
2021/09/29,0.0,20.15
2021/09/30,0.0,21.15
2021/10/01,0.0,20.16
2021/10/02,0.0,19.09
2021/10/03,0.0,18.25
2021/10/04,0.0,18.02
2021/10/05,0.0,18.97
2021/10/06,0.0,18.23
2021/10/07,0.0,14.26
2021/10/08,0.0,15.18
2021/10/09,0.0,16.64
2021/10/10,0.0,15.95
2021/10/11,0.0,13.83
2021/10/12,0.0,13.61
2021/10/13,0.0,13.83
2021/10/14,0.0,13.85
2021/10/15,0.0,12.71
2021/10/16,0.0,11.6
2021/10/17,0.0,12.73
2021/10/18,0.0,12.95
2021/10/19,0.0,13.55
2021/10/20,0.0,13.55
2021/10/21,0.0,14.71
2021/10/22,0.0,14.82
2021/10/23,0.0,15.26
2021/10/24,0.0,12.57
2021/10/25,0.0,14.09
2021/10/26,0.0,11.73
2021/10/27,0.0,10.8
2021/10/28,0.0,11.91
2021/10/29,0.0,11.4
2021/10/30,0.0,10.93
2021/10/31,0.0,9.98
2021/11/01,0.0,11.49
2021/11/02,0.0,10.67
2021/11/03,0.0,10.52
2021/11/04,0.0,10.99
2021/11/05,0.0,10.91
2021/11/06,0.0,8.69
2021/11/07,0.0,8.93
2021/11/08,0.0,7.46
2021/11/09,0.0,8.56
2021/11/10,0.0,10.39
2021/11/11,0.0,10.68
2021/11/12,0.0,11.42
2021/11/13,0.0,9.96
2021/11/14,0.0,9.72
2021/11/15,0.0,11.53
2021/11/16,0.0,11.15
2021/11/17,0.0,10.07
2021/11/18,0.0,10.69
2021/11/19,0.0,10.31
2021/11/20,0.0,9.25
2021/11/21,0.0,6.88
2021/11/22,0.0,6.39
2021/11/23,0.0,8.05
2021/11/24,0.0,9.91
2021/11/25,0.0,7.95
2021/11/26,0.0,4.95
2021/11/27,0.0,7.95
2021/11/28,0.0,7.35
2021/11/29,0.0,5.68
2021/11/30,0.0,4.47
2021/12/01,0.0,5.11
2021/12/02,0.0,6.17
2021/12/03,0.0,5.9
2021/12/04,0.0,6.21
2021/12/05,0.0,2.83
2021/12/06,0.0,4.16
2021/12/07,0.0,2.58
2021/12/08,0.0,3.4
2021/12/09,0.0,1.41
2021/12/10,0.0,1.57
2021/12/11,0.0,-0.64
2021/12/12,0.0,2.08
2021/12/13,0.0,1.84
2021/12/14,0.0,3.25
2021/12/15,0.0,3.25
2021/12/16,0.0,-0.05
2021/12/17,0.0,-0.31
2021/12/18,0.0,0.57
2021/12/19,0.0,-0.43
2021/12/20,0.0,-0.63
2021/12/21,0.0,1.66
2021/12/22,0.0,3.75
2021/12/23,0.0,2.2
2021/12/24,0.0,2.6
2021/12/25,0.0,4.64
2021/12/26,0.0,4.77
2021/12/27,0.0,4.76
2021/12/28,0.0,5.84
2021/12/29,0.0,6.47
2021/12/30,0.0,4.19
2021/12/31,0.0,3.8
2022/01/01,0.0,2.77
2022/01/02,0.0,2.71
2022/01/03,0.0,2.33
2022/01/04,0.0,3.37
2022/01/05,0.0,5.97
2022/01/06,0.0,6.58
2022/01/07,0.0,5.68
2022/01/08,0.0,1.25
2022/01/09,0.0,-1.14
2022/01/10,0.0,1.06
2022/01/11,0.0,-0.82
2022/01/12,0.0,2.76
2022/01/13,0.0,2.31
2022/01/14,0.0,1.52
2022/01/15,0.0,3.64
2022/01/16,0.0,5.22
2022/01/17,0.0,4.64
2022/01/18,0.0,7.59
2022/01/19,0.0,5.3
2022/01/20,0.6,4.78
2022/01/21,2.8,4.74
2022/01/22,0.2,2.37
2022/01/23,0.0,2.97
2022/01/24,0.0,0.68
2022/01/25,0.0,0.85
2022/01/26,0.0,2.49
2022/01/27,0.0,2.75
2022/01/28,0.0,1.53
2022/01/29,0.2,3.49
2022/01/30,0.0,3.2
2022/01/31,0.0,7.17
2022/02/01,0.0,5.23
2022/02/02,0.0,9.8
2022/02/03,0.0,12.34
2022/02/04,0.0,8.92
2022/02/05,0.0,8.08
2022/02/06,0.0,6.99
2022/02/07,0.0,4.67
2022/02/08,0.0,8.45
2022/02/09,0.0,7.78
2022/02/10,0.0,8.43
2022/02/11,0.0,8.75
2022/02/12,0.0,9.87
2022/02/13,0.0,7.63
2022/02/14,0.0,5.23
2022/02/15,1.6,4.05
2022/02/16,16.6,2.56
2022/02/17,0.2,1.98
2022/02/18,0.2,5.99
2022/02/19,0.0,6.73
2022/02/20,0.0,9.6
2022/02/21,0.0,9.73
2022/02/22,0.0,9.87
2022/02/23,0.0,11.99
2022/02/24,0.0,10.05
2022/02/25,0.0,8.46
2022/02/26,0.0,9.85
2022/02/27,0.0,7.83
2022/02/28,0.0,6.69
2022/03/01,0.0,6.52
2022/03/02,0.0,6.52
2022/03/03,0.0,6.5
2022/03/04,0.0,9.46
2022/03/05,0.0,8.82
2022/03/06,0.0,6.15
2022/03/07,0.0,4.76
2022/03/08,0.0,5.82
2022/03/09,0.0,4.58
2022/03/10,0.0,5.98
2022/03/11,0.0,8.18
2022/03/12,0.0,7.48
2022/03/13,0.0,6.44
2022/03/14,0.0,7.02
2022/03/15,0.0,9.14
2022/03/16,0.0,10.91
2022/03/17,0.0,12.91
2022/03/18,0.0,11.8
2022/03/19,0.0,10.88
2022/03/20,0.0,9.63
2022/03/21,0.0,9.11
2022/03/22,0.0,8.8
2022/03/23,0.0,8.99
2022/03/24,0.0,10.94
2022/03/25,0.0,13.3
2022/03/26,0.0,14.32
2022/03/27,0.0,13.99
2022/03/28,0.0,13.15
2022/03/29,0.0,14.43
2022/03/30,0.0,12.9
2022/03/31,4.4,11.14
2022/04/01,6.8,11.85
2022/04/02,9.6,11.87
2022/04/03,2.2,7.91
2022/04/04,0.4,8.71
2022/04/05,0.0,9.3
2022/04/06,0.0,11.62
2022/04/07,0.0,12.02
2022/04/08,0.0,14.5
2022/04/09,0.0,16.47
2022/04/10,0.4,14.6
2022/04/11,0.0,10.39
2022/04/12,0.0,12.94
2022/04/13,0.0,14.32
2022/04/14,0.0,15.18
2022/04/15,0.0,16.23
2022/04/16,0.0,17.77
2022/04/17,0.4,16.68
2022/04/18,0.0,12.81
2022/04/19,0.0,13.72
2022/04/20,0.0,14.84
2022/04/21,0.0,13.51
2022/04/22,1.6,11.5
2022/04/23,4.2,11.71
2022/04/24,2.2,14.35
2022/04/25,2.4,13.18
2022/04/26,0.0,15.15
2022/04/27,0.0,15.93
2022/04/28,0.0,16.71
2022/04/29,0.0,16.33
2022/04/30,0.0,16.99
2022/05/01,0.0,16.99
2022/05/02,1.4,16.21
2022/05/03,0.0,16.8
2022/05/04,0.0,16.69
2022/05/05,0.6,16.62
2022/05/06,5.2,14.4
2022/05/07,17.6,13.59
2022/05/08,0.8,15.51
2022/05/09,0.4,17.13
2022/05/10,0.0,19.24
2022/05/11,0.0,20.89
2022/05/12,0.0,22.65
2022/05/13,0.0,22.45
2022/05/14,0.0,22.12
2022/05/15,0.0,22.87
2022/05/16,0.0,23.65
2022/05/17,0.0,24.11
2022/05/18,0.0,24.81
2022/05/19,0.0,23.77
2022/05/20,0.0,23.33
2022/05/21,0.0,24.4
2022/05/22,0.0,25.21
2022/05/23,0.0,24.27
2022/05/24,0.0,25.42
2022/05/25,0.0,23.56
2022/05/26,0.2,22.01
2022/05/27,0.0,23.2
2022/05/28,0.0,26.2
2022/05/29,11.8,23.1
2022/05/30,0.2,15.62
2022/05/31,0.0,16.75
2022/06/01,0.0,20.64
2022/06/02,0.0,23.23
2022/06/03,0.0,25.18
2022/06/04,0.8,22.52
2022/06/05,0.0,24.61
2022/06/06,0.0,25.52
2022/06/07,0.0,25.17
2022/06/08,2.0,23.07
2022/06/09,0.2,22.61
2022/06/10,0.2,22.03
2022/06/11,0.0,24.02
2022/06/12,0.0,25.45
2022/06/13,0.0,26.87
2022/06/14,0.0,27.48
2022/06/15,0.0,26.57
2022/06/16,0.0,27.17
2022/06/17,0.0,29.16
2022/06/18,0.0,29.07
2022/06/19,0.0,28.17
2022/06/20,0.0,28.52
2022/06/21,0.0,28.63
2022/06/22,0.0,28.43
2022/06/23,0.0,25.62
2022/06/24,0.0,26.37
2022/06/25,1.4,25.24
2022/06/26,0.0,25.27
2022/06/27,0.0,27.92
2022/06/28,0.0,28.76
2022/06/29,23.0,25.47
2022/06/30,0.0,26.02
2022/07/01,0.0,27.19
2022/07/02,0.0,27.2
2022/07/03,0.0,28.43
2022/07/04,0.0,30.32
2022/07/05,5.4,26.73
2022/07/06,0.0,28.02
2022/07/07,0.0,27.34
2022/07/08,0.0,27.15
2022/07/09,0.0,25.91
2022/07/10,0.0,25.8
2022/07/11,0.0,27.0
2022/07/12,0.0,26.78
2022/07/13,0.0,26.64
2022/07/14,0.0,27.29
2022/07/15,0.0,28.78
2022/07/16,0.0,30.51
2022/07/17,0.0,29.48
2022/07/18,0.0,29.23
2022/07/19,0.0,29.1
2022/07/20,0.0,29.59
2022/07/21,0.0,30.38
2022/07/22,0.0,30.82
2022/07/23,0.0,31.23
2022/07/24,0.0,30.67
2022/07/25,0.0,31.04
2022/07/26,1.4,30.05
2022/07/27,21.8,28.05
2022/07/28,0.8,26.28
2022/07/29,0.0,26.75
2022/07/30,2.0,24.31
2022/07/31,0.0,25.85
2022/08/01,0.0,27.2
2022/08/02,0.0,29.19
2022/08/03,0.0,28.1
2022/08/04,0.0,28.91
2022/08/05,0.0,30.3
2022/08/06,0.0,30.46
2022/08/07,1.4,28.6
2022/08/08,1.2,25.37
2022/08/09,0.0,26.36
2022/08/10,0.0,27.77
2022/08/11,0.0,27.59
2022/08/12,0.0,27.0
2022/08/13,5.2,24.75
2022/08/14,0.0,24.12
2022/08/15,0.0,24.97
2022/08/16,2.6,25.47
2022/08/17,0.0,26.29
2022/08/18,0.6,24.85
2022/08/19,30.6,21.23
2022/08/20,12.6,22.51
2022/08/21,0.0,25.73
2022/08/22,0.0,26.25
2022/08/23,0.0,26.52
2022/08/24,0.0,26.19
2022/08/25,0.0,25.58
2022/08/26,0.0,26.83
2022/08/27,0.0,26.4
2022/08/28,0.0,24.47
2022/08/29,0.0,25.35
2022/08/30,0.0,26.71
2022/08/31,0.0,24.75
2022/09/01,0.0,24.17
2022/09/02,0.0,23.9
2022/09/03,0.6,23.31
2022/09/04,0.0,22.38
2022/09/05,0.0,24.05
2022/09/06,0.0,25.51
2022/09/07,0.0,26.07
2022/09/08,0.0,25.23
2022/09/09,11.6,24.21
2022/09/10,0.0,23.36
2022/09/11,0.0,23.33
2022/09/12,0.0,23.08
2022/09/13,0.0,23.36
2022/09/14,0.0,24.1
2022/09/15,0.0,23.86
2022/09/16,0.0,25.42
2022/09/17,3.8,24.85
2022/09/18,5.0,17.3
2022/09/19,0.0,18.41
2022/09/20,0.0,20.13
2022/09/21,0.0,18.91
2022/09/22,0.0,17.2
2022/09/23,0.0,16.64
2022/09/24,0.0,17.45
2022/09/25,7.0,15.65
2022/09/26,1.2,15.39
2022/09/27,0.0,17.1
2022/09/28,0.0,18.97
2022/09/29,0.0,17.13
2022/09/30,0.8,17.03
2022/10/01,3.2,14.73
2022/10/02,0.2,16.6
2022/10/03,0.0,18.71
2022/10/04,0.0,19.59
2022/10/05,0.0,18.55
2022/10/06,0.0,19.15
2022/10/07,0.0,19.54
2022/10/08,0.0,19.09
2022/10/09,0.0,19.56
2022/10/10,0.0,19.5
2022/10/11,0.6,16.92
2022/10/12,0.0,17.08
2022/10/13,0.0,17.55
2022/10/14,0.0,16.52
2022/10/15,0.0,17.05
2022/10/16,0.0,18.48
2022/10/17,0.0,19.82
2022/10/18,0.0,18.45
2022/10/19,0.0,18.83
2022/10/20,0.0,19.15
2022/10/21,0.0,17.74
2022/10/22,0.0,16.94
2022/10/23,0.0,18.76
2022/10/24,0.0,17.96
2022/10/25,0.0,19.53
2022/10/26,0.0,19.04
2022/10/27,0.0,18.88
2022/10/28,0.0,18.09
2022/10/29,0.0,17.13
2022/10/30,0.0,17.63
2022/10/31,0.0,17.52
2022/11/01,0.0,17.24
2022/11/02,0.0,14.4
2022/11/03,0.4,13.78
2022/11/04,15.0,14.98
2022/11/05,6.0,14.34
2022/11/06,0.0,12.52
2022/11/07,0.0,10.54
2022/11/08,0.0,11.48
2022/11/09,0.0,13.1
2022/11/10,0.4,12.54
2022/11/11,5.8,12.87
2022/11/12,0.2,12.6
2022/11/13,0.0,10.85
2022/11/14,0.6,11.28
2022/11/15,0.8,10.52
2022/11/16,8.2,8.89
2022/11/17,3.0,9.76
2022/11/18,0.0,10.4
2022/11/19,0.0,12.4
2022/11/20,0.0,7.98
2022/11/21,0.0,7.52
2022/11/22,6.8,6.88
2022/11/23,31.2,7.51
2022/11/24,0.0,7.21
2022/11/25,0.0,8.25
2022/11/26,0.0,7.61
2022/11/27,0.0,7.11
2022/11/28,0.0,4.68
2022/11/29,0.0,5.54
2022/11/30,2.4,5.87
2022/12/01,0.0,4.4
2022/12/02,0.2,4.03
2022/12/03,0.0,6.32
2022/12/04,20.8,6.77
2022/12/05,23.0,7.71
2022/12/06,0.2,8.51
2022/12/07,0.2,4.31
2022/12/08,0.2,3.12
2022/12/09,3.6,4.82
2022/12/10,9.6,4.85
2022/12/11,0.0,4.58
2022/12/12,0.2,2.75
2022/12/13,0.0,0.87
2022/12/14,0.6,1.37
2022/12/15,0.0,3.33
2022/12/16,20.8,3.75
2022/12/17,0.0,4.27
2022/12/18,0.0,3.72
2022/12/19,0.0,4.39
2022/12/20,0.0,4.79
2022/12/21,0.4,5.27
2022/12/22,0.2,6.1
2022/12/23,0.0,7.4
2022/12/24,0.0,8.19
2022/12/25,0.0,8.76
2022/12/26,0.0,9.37
2022/12/27,0.0,9.44
2022/12/28,0.0,9.94
2022/12/29,0.0,8.17
2022/12/30,0.8,8.43
2022/12/31,0.4,8.01
2023/01/01,0.2,8.33
2023/01/02,0.0,8.26
2023/01/03,0.0,9.8
2023/01/04,0.4,10.2
2023/01/05,0.2,10.2
2023/01/06,0.0,8.48
2023/01/07,0.0,8.03
2023/01/08,0.8,8.36
2023/01/09,0.0,0.0
2023/01/10,0.0,0.0
2023/01/11,0.0,9.8
2023/01/12,0.2,5.84
2023/01/13,0.0,5.84
2023/01/14,0.0,5.57
2023/01/15,0.0,5.22
2023/01/16,2.6,5.85
2023/01/17,0.0,4.04
2023/01/18,7.0,3.0
2023/01/19,0.6,3.25
2023/01/20,10.2,0.9
2023/01/21,3.2,2.29
2023/01/22,0.0,2.1
2023/01/23,0.0,3.9
2023/01/24,6.6,3.14
2023/01/25,1.6,6.89
2023/01/26,2.6,6.45
2023/01/27,0.0,4.55
2023/01/28,0.0,3.43
2023/01/29,0.0,3.28
2023/01/30,0.0,2.97
2023/01/31,0.0,3.19
2023/02/01,0.0,4.48
2023/02/02,0.0,6.53
2023/02/03,0.0,9.47
